Amtlicher Gemeindeschlüssel,Bezeichnung,Verwaltungsform,Produktgruppe,Produktgruppentext,Konto,Kontotext,Euro
51130000,Essen,1,321,Leistungen nach dem Bundesversorgungsgesetz,7011,Dienstbezüge Beamte,84425
51130000,Essen,1,321,Leistungen nach dem Bundesversorgungsgesetz,7012,Dienstbezüge Tariflich Beschäftigte,47812
51130000,Essen,1,321,Leistungen nach dem Bundesversorgungsgesetz,7022,Beiträge zu Versorgungskassen Tariflich Beschäftigte,3221
51130000,Essen,1,321,Leistungen nach dem Bundesversorgungsgesetz,7031,Beiträge zur gesetzlichen Sozialversicherung Beamte,34
51130000,Essen,1,321,Leistungen nach dem Bundesversorgungsgesetz,7032,Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte,9248
51130000,Essen,1,321,Leistungen nach dem Bundesversorgungsgesetz,7041,"Beihilfen, Unterstützungsleistungen für Beschäftigte",5227
51130000,Essen,1,321,Leistungen nach dem Bundesversorgungsgesetz,7111,Versorgungsbezüge Beamte,37504
51130000,Essen,1,321,Leistungen nach dem Bundesversorgungsgesetz,7112,Versorgungsbezüge Tariflich Beschäftigte,34
51130000,Essen,1,321,Leistungen nach dem Bundesversorgungsgesetz,7141,"Beihilfen, Unterstützungsleistungen für Versorgungsempfänger",7556
51130000,Essen,1,321,Leistungen nach dem Bundesversorgungsgesetz,7291,Auszahlungen für sonstige Dienstleistungen,906
51130000,Essen,1,321,Leistungen nach dem Bundesversorgungsgesetz,7339,Sonstige soziale Leistungen,19471
51130000,Essen,1,321,Leistungen nach dem Bundesversorgungsgesetz,7411,Sonstige Personal- und Versorgungsauszahlungen,313
51130000,Essen,1,321,Leistungen nach dem Bundesversorgungsgesetz,7431,Geschäftsauszahlungen,498
51130000,Essen,1,322,Leistungen für Schwerbehinderte nach SGB IX,6141,Zuweisungen und Zuschüsse für laufende Zwecke vom Land,1236377
51130000,Essen,1,322,Leistungen für Schwerbehinderte nach SGB IX,6211,Ersatz von sozialen Leistungen außerhalb von Einrichtungen,265
51130000,Essen,1,322,Leistungen für Schwerbehinderte nach SGB IX,6481,"Einzahlungen aus Kostenerstattungen, Kostenumlagen vom Land",811966
51130000,Essen,1,322,Leistungen für Schwerbehinderte nach SGB IX,6561,Bußgelder,20
51130000,Essen,1,322,Leistungen für Schwerbehinderte nach SGB IX,6591,Sonstige Einzahlungen aus laufender Verwaltungstätigkeit,1668
51130000,Essen,1,322,Leistungen für Schwerbehinderte nach SGB IX,7011,Dienstbezüge Beamte,393995
51130000,Essen,1,322,Leistungen für Schwerbehinderte nach SGB IX,7031,Beiträge zur gesetzlichen Sozialversicherung Beamte,159
51130000,Essen,1,322,Leistungen für Schwerbehinderte nach SGB IX,7041,"Beihilfen, Unterstützungsleistungen für Beschäftigte",24479
51130000,Essen,1,322,Leistungen für Schwerbehinderte nach SGB IX,7111,Versorgungsbezüge Beamte,174585
51130000,Essen,1,322,Leistungen für Schwerbehinderte nach SGB IX,7112,Versorgungsbezüge Tariflich Beschäftigte,156
51130000,Essen,1,322,Leistungen für Schwerbehinderte nach SGB IX,7141,"Beihilfen, Unterstützungsleistungen für Versorgungsempfänger",35473
51130000,Essen,1,322,Leistungen für Schwerbehinderte nach SGB IX,7291,Auszahlungen für sonstige Dienstleistungen,2215655
51130000,Essen,1,322,Leistungen für Schwerbehinderte nach SGB IX,7411,Sonstige Personal- und Versorgungsauszahlungen,990
51130000,Essen,1,322,Leistungen für Schwerbehinderte nach SGB IX,7412,Besondere zahlungswirksame Aufwendungen für Beschäftigte,10075
51130000,Essen,1,322,Leistungen für Schwerbehinderte nach SGB IX,7431,Geschäftsauszahlungen,337972
51130000,Essen,1,322,Leistungen für Schwerbehinderte nach SGB IX,7441,"Steuern, Versicherungen, Schadensfälle",3349
51130000,Essen,1,322,Leistungen für Schwerbehinderte nach SGB IX,7831,Auszahlungen für den Erwerb von Vermögensgegenständen oberhalb der Wertgrenze von 410 Euro,3007
51130000,Essen,1,341,Unterhaltsvorschussleistungen,6211,Ersatz von sozialen Leistungen außerhalb von Einrichtungen,1337981
51130000,Essen,1,341,Unterhaltsvorschussleistungen,6291,Andere sonstige Transfereinzahlungen,11511
51130000,Essen,1,341,Unterhaltsvorschussleistungen,6481,"Einzahlungen aus Kostenerstattungen, Kostenumlagen vom Land",3182128
51130000,Essen,1,341,Unterhaltsvorschussleistungen,6482,"Einzahlungen aus Kostenerstattungen, Kostenumlagen von Gemeinden/GV",34056
51130000,Essen,1,341,Unterhaltsvorschussleistungen,7011,Dienstbezüge Beamte,425730
51130000,Essen,1,341,Unterhaltsvorschussleistungen,7012,Dienstbezüge Tariflich Beschäftigte,368364
51130000,Essen,1,341,Unterhaltsvorschussleistungen,7022,Beiträge zu Versorgungskassen Tariflich Beschäftigte,26141
51130000,Essen,1,341,Unterhaltsvorschussleistungen,7031,Beiträge zur gesetzlichen Sozialversicherung Beamte,172
51130000,Essen,1,341,Unterhaltsvorschussleistungen,7032,Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte,79627
51130000,Essen,1,341,Unterhaltsvorschussleistungen,7041,"Beihilfen, Unterstützungsleistungen für Beschäftigte",26621
51130000,Essen,1,341,Unterhaltsvorschussleistungen,7111,Versorgungsbezüge Beamte,189094
51130000,Essen,1,341,Unterhaltsvorschussleistungen,7112,Versorgungsbezüge Tariflich Beschäftigte,170
51130000,Essen,1,341,Unterhaltsvorschussleistungen,7141,"Beihilfen, Unterstützungsleistungen für Versorgungsempfänger",38390
51130000,Essen,1,341,Unterhaltsvorschussleistungen,7291,Auszahlungen für sonstige Dienstleistungen,87295
51130000,Essen,1,341,Unterhaltsvorschussleistungen,7339,Sonstige soziale Leistungen,6241878
51130000,Essen,1,341,Unterhaltsvorschussleistungen,7391,Sonstige Transferauszahlungen,723913
51130000,Essen,1,341,Unterhaltsvorschussleistungen,7411,Sonstige Personal- und Versorgungsauszahlungen,2210
51130000,Essen,1,341,Unterhaltsvorschussleistungen,7431,Geschäftsauszahlungen,48466
51130000,Essen,1,341,Unterhaltsvorschussleistungen,7441,"Steuern, Versicherungen, Schadensfälle",23
51130000,Essen,1,343,Betreuungsleistungen,6141,Zuweisungen und Zuschüsse für laufende Zwecke vom Land,218280
51130000,Essen,1,343,Betreuungsleistungen,6482,"Einzahlungen aus Kostenerstattungen, Kostenumlagen von Gemeinden/GV",59826
51130000,Essen,1,343,Betreuungsleistungen,6485,"Einzahlungen aus Kostenerstattungen, Kostenumlagen von verbundenen Unternehmen, Beteiligungen und Sondervermögen",83
51130000,Essen,1,343,Betreuungsleistungen,6561,Bußgelder,9162
51130000,Essen,1,343,Betreuungsleistungen,6591,Sonstige Einzahlungen aus laufender Verwaltungstätigkeit,12
51130000,Essen,1,343,Betreuungsleistungen,7011,Dienstbezüge Beamte,151727
51130000,Essen,1,343,Betreuungsleistungen,7012,Dienstbezüge Tariflich Beschäftigte,231350
51130000,Essen,1,343,Betreuungsleistungen,7022,Beiträge zu Versorgungskassen Tariflich Beschäftigte,17006
51130000,Essen,1,343,Betreuungsleistungen,7031,Beiträge zur gesetzlichen Sozialversicherung Beamte,61
51130000,Essen,1,343,Betreuungsleistungen,7032,Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte,50348
51130000,Essen,1,343,Betreuungsleistungen,7041,"Beihilfen, Unterstützungsleistungen für Beschäftigte",9488
51130000,Essen,1,343,Betreuungsleistungen,7111,Versorgungsbezüge Beamte,67366
51130000,Essen,1,343,Betreuungsleistungen,7112,Versorgungsbezüge Tariflich Beschäftigte,61
51130000,Essen,1,343,Betreuungsleistungen,7141,"Beihilfen, Unterstützungsleistungen für Versorgungsempfänger",13636
51130000,Essen,1,343,Betreuungsleistungen,7291,Auszahlungen für sonstige Dienstleistungen,10338
51130000,Essen,1,343,Betreuungsleistungen,7411,Sonstige Personal- und Versorgungsauszahlungen,2100
51130000,Essen,1,343,Betreuungsleistungen,7431,Geschäftsauszahlungen,8208
51130000,Essen,1,343,Betreuungsleistungen,7441,"Steuern, Versicherungen, Schadensfälle",616
51130000,Essen,1,361,"Förderung v. Kindern in Tageseinr., Tagespflege",6141,Zuweisungen und Zuschüsse für laufende Zwecke vom Land,4332612
51130000,Essen,1,361,"Förderung v. Kindern in Tageseinr., Tagespflege",6211,Ersatz von sozialen Leistungen außerhalb von Einrichtungen,589581
51130000,Essen,1,361,"Förderung v. Kindern in Tageseinr., Tagespflege",6321,Benutzungsgebühren und ähnliche Entgelte,212
51130000,Essen,1,361,"Förderung v. Kindern in Tageseinr., Tagespflege",6482,"Einzahlungen aus Kostenerstattungen, Kostenumlagen von Gemeinden/GV",10349
51130000,Essen,1,361,"Förderung v. Kindern in Tageseinr., Tagespflege",6561,Bußgelder,100
51130000,Essen,1,361,"Förderung v. Kindern in Tageseinr., Tagespflege",6591,Sonstige Einzahlungen aus laufender Verwaltungstätigkeit,2989
51130000,Essen,1,361,"Förderung v. Kindern in Tageseinr., Tagespflege",7011,Dienstbezüge Beamte,252291
51130000,Essen,1,361,"Förderung v. Kindern in Tageseinr., Tagespflege",7012,Dienstbezüge Tariflich Beschäftigte,46472
51130000,Essen,1,361,"Förderung v. Kindern in Tageseinr., Tagespflege",7022,Beiträge zu Versorgungskassen Tariflich Beschäftigte,3186
51130000,Essen,1,361,"Förderung v. Kindern in Tageseinr., Tagespflege",7031,Beiträge zur gesetzlichen Sozialversicherung Beamte,122
51130000,Essen,1,361,"Förderung v. Kindern in Tageseinr., Tagespflege",7032,Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte,9301
51130000,Essen,1,361,"Förderung v. Kindern in Tageseinr., Tagespflege",7041,"Beihilfen, Unterstützungsleistungen für Beschäftigte",13085
51130000,Essen,1,361,"Förderung v. Kindern in Tageseinr., Tagespflege",7111,Versorgungsbezüge Beamte,93676
51130000,Essen,1,361,"Förderung v. Kindern in Tageseinr., Tagespflege",7112,Versorgungsbezüge Tariflich Beschäftigte,85
51130000,Essen,1,361,"Förderung v. Kindern in Tageseinr., Tagespflege",7141,"Beihilfen, Unterstützungsleistungen für Versorgungsempfänger",18946
51130000,Essen,1,361,"Förderung v. Kindern in Tageseinr., Tagespflege",7241,Bewirtschaftung der Grundstücke und baulichen Anlagen,25258
51130000,Essen,1,361,"Förderung v. Kindern in Tageseinr., Tagespflege",7291,Auszahlungen für sonstige Dienstleistungen,99813
51130000,Essen,1,361,"Förderung v. Kindern in Tageseinr., Tagespflege",7318,Zuweisungen und Zuschüsse für laufende Zwecke an übrige Bereiche,6161056
51130000,Essen,1,361,"Förderung v. Kindern in Tageseinr., Tagespflege",7331,Soziale Leistungen außerhalb von Einrichtungen nach SGB XII (Konto 7331 aus PG 311),2034520
51130000,Essen,1,361,"Förderung v. Kindern in Tageseinr., Tagespflege",7391,Sonstige Transferauszahlungen,81307
51130000,Essen,1,361,"Förderung v. Kindern in Tageseinr., Tagespflege",7411,Sonstige Personal- und Versorgungsauszahlungen,290
51130000,Essen,1,361,"Förderung v. Kindern in Tageseinr., Tagespflege",7431,Geschäftsauszahlungen,12118
51130000,Essen,1,362,Jugendarbeit,6141,Zuweisungen und Zuschüsse für laufende Zwecke vom Land,34648
51130000,Essen,1,362,Jugendarbeit,6145,"Zuweisungen und Zuschüsse für laufende Zwecke von verbundenen Unternehmen, Beteiligungen und Sondervermögen",2500
51130000,Essen,1,362,Jugendarbeit,6147,Zuweisungen und Zuschüsse für laufende Zwecke von privaten Unternehmen,181569
51130000,Essen,1,362,Jugendarbeit,6321,Benutzungsgebühren und ähnliche Entgelte,20258
51130000,Essen,1,362,Jugendarbeit,6411,Mieten und Pachten,25
51130000,Essen,1,362,Jugendarbeit,6421,Einzahlungen aus Verkauf,22557
51130000,Essen,1,362,Jugendarbeit,6591,Sonstige Einzahlungen aus laufender Verwaltungstätigkeit,3717
51130000,Essen,1,362,Jugendarbeit,7011,Dienstbezüge Beamte,80289
51130000,Essen,1,362,Jugendarbeit,7012,Dienstbezüge Tariflich Beschäftigte,417384
51130000,Essen,1,362,Jugendarbeit,7019,Dienstbezüge Sonstige Beschäftigte,49805
51130000,Essen,1,362,Jugendarbeit,7022,Beiträge zu Versorgungskassen Tariflich Beschäftigte,29418
51130000,Essen,1,362,Jugendarbeit,7031,Beiträge zur gesetzlichen Sozialversicherung Beamte,33
51130000,Essen,1,362,Jugendarbeit,7032,Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte,92131
51130000,Essen,1,362,Jugendarbeit,7039,Beiträge zur gesetzlichen Sozialversicherung Sonstige Beschäftigte,159
51130000,Essen,1,362,Jugendarbeit,7041,"Beihilfen, Unterstützungsleistungen für Beschäftigte",5219
51130000,Essen,1,362,Jugendarbeit,7111,Versorgungsbezüge Beamte,36346
51130000,Essen,1,362,Jugendarbeit,7112,Versorgungsbezüge Tariflich Beschäftigte,33
51130000,Essen,1,362,Jugendarbeit,7141,"Beihilfen, Unterstützungsleistungen für Versorgungsempfänger",7351
51130000,Essen,1,362,Jugendarbeit,7241,Bewirtschaftung der Grundstücke und baulichen Anlagen,4667
51130000,Essen,1,362,Jugendarbeit,7251,Haltung von Fahrzeugen,7399
51130000,Essen,1,362,Jugendarbeit,7255,Unterhaltung des sonstigen beweglichen Vermögens,899
51130000,Essen,1,362,Jugendarbeit,7281,Auszahlungen für sonstige Sachleistungen,22780
51130000,Essen,1,362,Jugendarbeit,7291,Auszahlungen für sonstige Dienstleistungen,24519
51130000,Essen,1,362,Jugendarbeit,7318,Zuweisungen und Zuschüsse für laufende Zwecke an übrige Bereiche,1287775
51130000,Essen,1,362,Jugendarbeit,7331,Soziale Leistungen außerhalb von Einrichtungen Kinder-/Jugendhilfe (Konto 7331 aus PG 361-363),305836
51130000,Essen,1,362,Jugendarbeit,7411,Sonstige Personal- und Versorgungsauszahlungen,3492
51130000,Essen,1,362,Jugendarbeit,7421,Auszahlungen für ehrenamtliche und sonstige Tätigkeit,9298
51130000,Essen,1,362,Jugendarbeit,7422,Mieten und Pachten,3009
51130000,Essen,1,362,Jugendarbeit,7429,Sonstige Auszahlungen für die Inanspruchnahme von Rechten und Diensten,4756
51130000,Essen,1,362,Jugendarbeit,7431,Geschäftsauszahlungen,159674
51130000,Essen,1,362,Jugendarbeit,7441,"Steuern, Versicherungen, Schadensfälle",3717
51130000,Essen,1,362,Jugendarbeit,7831,Auszahlungen für den Erwerb von Vermögensgegenständen oberhalb der Wertgrenze von 410 Euro,50568
51130000,Essen,1,362,Jugendarbeit,7832,Auszahlungen für den Erwerb von Vermögensgegenständen unterhalb der Wertgrenze von 410 Euro,22757
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,6144,Zuweisungen und Zuschüsse für laufende Zwecke vom sonstigen öffentlichen Bereich,210077
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,6147,Zuweisungen und Zuschüsse für laufende Zwecke von privaten Unternehmen,27160
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,6211,Ersatz von sozialen Leistungen außerhalb von Einrichtungen,4413757
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,6221,Ersatz von sozialen Leistungen in Einrichtungen,84955
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,6321,Benutzungsgebühren und ähnliche Entgelte,25512
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,6461,Sonstige privatrechtliche Leistungsentgelte,4256
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,6481,"Einzahlungen aus Kostenerstattungen, Kostenumlagen vom Land",34532
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,6482,"Einzahlungen aus Kostenerstattungen, Kostenumlagen von Gemeinden/GV",1808034
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,6561,Bußgelder,1851
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,6591,Sonstige Einzahlungen aus laufender Verwaltungstätigkeit,350145
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,7011,Dienstbezüge Beamte,2798780
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,7012,Dienstbezüge Tariflich Beschäftigte,10138075
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,7019,Dienstbezüge Sonstige Beschäftigte,122400
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,7022,Beiträge zu Versorgungskassen Tariflich Beschäftigte,701577
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,7031,Beiträge zur gesetzlichen Sozialversicherung Beamte,1450
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,7032,Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte,2087929
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,7041,"Beihilfen, Unterstützungsleistungen für Beschäftigte",175451
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,7111,Versorgungsbezüge Beamte,1231779
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,7112,Versorgungsbezüge Tariflich Beschäftigte,1114
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,7141,"Beihilfen, Unterstützungsleistungen für Versorgungsempfänger",249137
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,7241,Bewirtschaftung der Grundstücke und baulichen Anlagen,44360
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,7255,Unterhaltung des sonstigen beweglichen Vermögens,6883
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,7281,Auszahlungen für sonstige Sachleistungen,185
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,7291,Auszahlungen für sonstige Dienstleistungen,620861
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,7318,Zuweisungen und Zuschüsse für laufende Zwecke an übrige Bereiche,5656603
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,7331,Soziale Leistungen außerhalb von Einrichtungen Kinder-/Jugendhilfe (Konto 7331 aus PG 361-363),1139424
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,7332,Soziale Leistungen in Einrichtungen nach SGB XII (Konto 7332 aus PG 311),63127152
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,7391,Sonstige Transferauszahlungen,3761372
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,7411,Sonstige Personal- und Versorgungsauszahlungen,105896
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,7421,Auszahlungen für ehrenamtliche und sonstige Tätigkeit,99765
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,7422,Mieten und Pachten,56667
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,7431,Geschäftsauszahlungen,522651
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,7441,"Steuern, Versicherungen, Schadensfälle",16811
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,7831,Auszahlungen für den Erwerb von Vermögensgegenständen oberhalb der Wertgrenze von 410 Euro,21288
51130000,Essen,1,363,Sonst. Leist. z. Förd. jun. Menschen u. Fam.,7832,Auszahlungen für den Erwerb von Vermögensgegenständen unterhalb der Wertgrenze von 410 Euro,11588
51130000,Essen,1,365,Tageseinrichtungen für Kinder,6141,Zuweisungen und Zuschüsse für laufende Zwecke vom Land,35688855
51130000,Essen,1,365,Tageseinrichtungen für Kinder,6144,Zuweisungen und Zuschüsse für laufende Zwecke vom sonstigen öffentlichen Bereich,116592
51130000,Essen,1,365,Tageseinrichtungen für Kinder,6148,Zuweisungen und Zuschüsse für laufende Zwecke von übrigen Bereichen,7261
51130000,Essen,1,365,Tageseinrichtungen für Kinder,6321,Benutzungsgebühren und ähnliche Entgelte,12867372
51130000,Essen,1,365,Tageseinrichtungen für Kinder,6421,Einzahlungen aus Verkauf,1167510
51130000,Essen,1,365,Tageseinrichtungen für Kinder,6461,Sonstige privatrechtliche Leistungsentgelte,16364
51130000,Essen,1,365,Tageseinrichtungen für Kinder,6480,"Einzahlungen aus Kostenerstattungen, Kostenumlagen vom Bund",6303
51130000,Essen,1,365,Tageseinrichtungen für Kinder,6484,"Einzahlungen aus Kostenerstattungen, Kostenumlagen vom sonstigen öffentlichen Bereich",34829
51130000,Essen,1,365,Tageseinrichtungen für Kinder,6485,"Einzahlungen aus Kostenerstattungen, Kostenumlagen von verbundenen Unternehmen, Beteiligungen und Sondervermögen",706
51130000,Essen,1,365,Tageseinrichtungen für Kinder,6591,Sonstige Einzahlungen aus laufender Verwaltungstätigkeit,441728
51130000,Essen,1,365,Tageseinrichtungen für Kinder,6618,Zinseinzahlungen vom sonstigen inländischen Bereich,82536
51130000,Essen,1,365,Tageseinrichtungen für Kinder,6812,Investitionszuwendungen von Gemeinden/GV,199
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7011,Dienstbezüge Beamte,930376
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7012,Dienstbezüge Tariflich Beschäftigte,21049748
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7019,Dienstbezüge Sonstige Beschäftigte,245836
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7022,Beiträge zu Versorgungskassen Tariflich Beschäftigte,1424453
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7031,Beiträge zur gesetzlichen Sozialversicherung Beamte,769
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7032,Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte,4251515
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7041,"Beihilfen, Unterstützungsleistungen für Beschäftigte",68678
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7111,Versorgungsbezüge Beamte,438580
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7112,Versorgungsbezüge Tariflich Beschäftigte,397
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7141,"Beihilfen, Unterstützungsleistungen für Versorgungsempfänger",88704
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7211,Unterhaltung der Grundstücke und baulichen Anlagen,1034409
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7221,Unterhaltung des sonstigen unbeweglichen Vermögens,421
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7241,Bewirtschaftung der Grundstücke und baulichen Anlagen,832276
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7251,Haltung von Fahrzeugen,5806
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7255,Unterhaltung des sonstigen beweglichen Vermögens,149844
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7281,Auszahlungen für sonstige Sachleistungen,628911
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7291,Auszahlungen für sonstige Dienstleistungen,118212
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7311,Zuweisungen und Zuschüsse für laufende Zwecke an das Land,14099
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7313,Zuweisungen und Zuschüsse für laufende Zwecke an Zweckverbände und dgl.,38581
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7318,Zuweisungen und Zuschüsse für laufende Zwecke an übrige Bereiche,61880608
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7391,Sonstige Transferauszahlungen,1073368
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7411,Sonstige Personal- und Versorgungsauszahlungen,170305
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7412,Besondere zahlungswirksame Aufwendungen für Beschäftigte,11116
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7421,Auszahlungen für ehrenamtliche und sonstige Tätigkeit,21842
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7422,Mieten und Pachten,336722
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7423,Leasing,954
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7429,Sonstige Auszahlungen für die Inanspruchnahme von Rechten und Diensten,188501
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7431,Geschäftsauszahlungen,345747
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7441,"Steuern, Versicherungen, Schadensfälle",78727
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7831,Auszahlungen für den Erwerb von Vermögensgegenständen oberhalb der Wertgrenze von 410 Euro,118540
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7832,Auszahlungen für den Erwerb von Vermögensgegenständen unterhalb der Wertgrenze von 410 Euro,98668
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7851,Auszahlungen für Hochbaumaßnahmen,43668
51130000,Essen,1,365,Tageseinrichtungen für Kinder,7853,Auszahlungen für sonstige Baumaßnahmen,214340
51130000,Essen,1,366,Einrichtungen der Jugendarbeit,6141,Zuweisungen und Zuschüsse für laufende Zwecke vom Land,1034809
51130000,Essen,1,366,Einrichtungen der Jugendarbeit,6147,Zuweisungen und Zuschüsse für laufende Zwecke von privaten Unternehmen,1410
51130000,Essen,1,366,Einrichtungen der Jugendarbeit,6321,Benutzungsgebühren und ähnliche Entgelte,44923
51130000,Essen,1,366,Einrichtungen der Jugendarbeit,6411,Mieten und Pachten,38923
51130000,Essen,1,366,Einrichtungen der Jugendarbeit,6421,Einzahlungen aus Verkauf,142
51130000,Essen,1,366,Einrichtungen der Jugendarbeit,6480,"Einzahlungen aus Kostenerstattungen, Kostenumlagen vom Bund",7442
51130000,Essen,1,366,Einrichtungen der Jugendarbeit,6485,"Einzahlungen aus Kostenerstattungen, Kostenumlagen von verbundenen Unternehmen, Beteiligungen und Sondervermögen",37761
51130000,Essen,1,366,Einrichtungen der Jugendarbeit,6488,"Einzahlungen aus Kostenerstattungen, Kostenumlagen von übrigen Bereichen",1426
51130000,Essen,1,366,Einrichtungen der Jugendarbeit,6591,Sonstige Einzahlungen aus laufender Verwaltungstätigkeit,1666
51130000,Essen,1,366,Einrichtungen der Jugendarbeit,7011,Dienstbezüge Beamte,155426
51130000,Essen,1,366,Einrichtungen der Jugendarbeit,7012,Dienstbezüge Tariflich Beschäftigte,1219347
51130000,Essen,1,366,Einrichtungen der Jugendarbeit,7019,Dienstbezüge Sonstige Beschäftigte,102521
51130000,Essen,1,366,Einrichtungen der Jugendarbeit,7022,Beiträge zu Versorgungskassen Tariflich Beschäftigte,78059
51130000,Essen,1,366,Einrichtungen der Jugendarbeit,7031,Beiträge zur gesetzlichen Sozialversicherung Beamte,65
51130000,Essen,1,366,Einrichtungen der Jugendarbeit,7032,Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte,269148
51130000,Essen,1,366,Einrichtungen der Jugendarbeit,7039,Beiträge zur gesetzlichen Sozialversicherung Sonstige Beschäftigte,504
51130000,Essen,1,366,Einrichtungen der Jugendarbeit,7041,"Beihilfen, Unterstützungsleistungen für Beschäftigte",10433
51130000,Essen,1,366,Einrichtungen der Jugendarbeit,7111,Versorgungsbezüge Beamte,71666
51130000,Essen,1,366,Einrichtungen der Jugendarbeit,7112,Versorgungsbezüge Tariflich Beschäftigte,65
51130000,Essen,1,366,Einrichtungen der Jugendarbeit,7141,"Beihilfen, Unterstützungsleistungen für Versorgungsempfänger",14495
51130000,Essen,1,366,Einrichtungen der Jugendarbeit,7211,Unterhaltung der Grundstücke und baulichen Anlagen,121896
